sdv_user_id,calendar_date,start_time_in_seconds,duration_in_seconds,sleep_duration_in_seconds,deep_sleep_duration_in_seconds,light_sleep_duration_in_seconds,rem_sleep_in_seconds,sleep_efficiency,end_time_in_seconds,start_date_time,end_date_time,week_nr,weekday
3724,2025-09-05,1757023200,86400,,,,,,1757109600,2025-09-05 00:00:00,2025-09-06 00:00:00,36,4
3724,2025-09-04,1756936800,86400,,,,,,1757023200,2025-09-04 00:00:00,2025-09-05 00:00:00,36,3
3724,2025-09-03,1756850400,86400,,,,,,1756936800,2025-09-03 00:00:00,2025-09-04 00:00:00,36,2
3724,2025-09-02,1756764000,86400,,,,,,1756850400,2025-09-02 00:00:00,2025-09-03 00:00:00,36,1
3724,2025-09-01,1756677600,86400,,,,,,1756764000,2025-09-01 00:00:00,2025-09-02 00:00:00,36,0
3724,2025-08-31,1756591200,86400,,,,,,1756677600,2025-08-31 00:00:00,2025-09-01 00:00:00,35,6
3724,2025-08-30,1756504800,86400,,,,,,1756591200,2025-08-30 00:00:00,2025-08-31 00:00:00,35,5
3724,2025-08-29,1756418400,86400,,,,,,1756504800,2025-08-29 00:00:00,2025-08-30 00:00:00,35,4
3724,2025-08-28,1756332000,86400,,,,,,1756418400,2025-08-28 00:00:00,2025-08-29 00:00:00,35,3
3724,2025-08-27,1756245600,86400,,,,,,1756332000,2025-08-27 00:00:00,2025-08-28 00:00:00,35,2
3724,2025-08-26,1756159200,86400,,,,,,1756245600,2025-08-26 00:00:00,2025-08-27 00:00:00,35,1
3724,2025-08-25,1756072800,86400,,,,,,1756159200,2025-08-25 00:00:00,2025-08-26 00:00:00,35,0
3724,2025-08-24,1755986400,86400,,,,,,1756072800,2025-08-24 00:00:00,2025-08-25 00:00:00,34,6
3724,2025-08-23,1755900000,86400,,,,,,1755986400,2025-08-23 00:00:00,2025-08-24 00:00:00,34,5
3724,2025-08-22,1755813600,86400,,,,,,1755900000,2025-08-22 00:00:00,2025-08-23 00:00:00,34,4
3724,2025-08-21,1755727200,86400,,,,,,1755813600,2025-08-21 00:00:00,2025-08-22 00:00:00,34,3
3724,2025-08-20,1755640800,86400,,,,,,1755727200,2025-08-20 00:00:00,2025-08-21 00:00:00,34,2
3724,2025-08-19,1755554400,86400,,,,,,1755640800,2025-08-19 00:00:00,2025-08-20 00:00:00,34,1
3724,2025-08-18,1755468000,86400,,,,,,1755554400,2025-08-18 00:00:00,2025-08-19 00:00:00,34,0
3724,2025-08-17,1755381600,86400,,,,,,1755468000,2025-08-17 00:00:00,2025-08-18 00:00:00,33,6
3724,2025-08-16,1755295200,86400,,,,,,1755381600,2025-08-16 00:00:00,2025-08-17 00:00:00,33,5
3724,2025-08-15,1755208800,86400,,,,,,1755295200,2025-08-15 00:00:00,2025-08-16 00:00:00,33,4
3724,2025-08-14,1755122400,86400,,,,,,1755208800,2025-08-14 00:00:00,2025-08-15 00:00:00,33,3
3724,2025-08-13,1755036000,86400,,,,,,1755122400,2025-08-13 00:00:00,2025-08-14 00:00:00,33,2
3724,2025-08-12,1754949600,86400,,,,,,1755036000,2025-08-12 00:00:00,2025-08-13 00:00:00,33,1
3724,2025-08-11,1754863200,86400,,,,,,1754949600,2025-08-11 00:00:00,2025-08-12 00:00:00,33,0
3724,2025-08-10,1754776800,86400,,,,,,1754863200,2025-08-10 00:00:00,2025-08-11 00:00:00,32,6
3724,2025-08-09,1754690400,86400,,,,,,1754776800,2025-08-09 00:00:00,2025-08-10 00:00:00,32,5
3724,2025-08-08,1754604000,86400,,,,,,1754690400,2025-08-08 00:00:00,2025-08-09 00:00:00,32,4
3724,2025-08-08,1754604000,31740,,,,,,1754635740,2025-08-08 00:00:00,2025-08-08 08:49:00,32,4
3724,2025-08-07,1754517600,86400,,,,,,1754604000,2025-08-07 00:00:00,2025-08-08 00:00:00,32,3
3724,2025-08-06,1754431200,86400,,,,,,1754517600,2025-08-06 00:00:00,2025-08-07 00:00:00,32,2
3724,2025-08-05,1754344800,86400,,,,,,1754431200,2025-08-05 00:00:00,2025-08-06 00:00:00,32,1
3724,2025-08-04,1754258400,86400,,,,,,1754344800,2025-08-04 00:00:00,2025-08-05 00:00:00,32,0
3724,2025-08-04,1754258400,7380,,,,,,1754265780,2025-08-04 00:00:00,2025-08-04 02:03:00,32,0
3724,2025-08-04,1754258400,44160,,,,,,1754302560,2025-08-04 00:00:00,2025-08-04 12:16:00,32,0
3724,2025-08-03,1754172000,86400,,,,,,1754258400,2025-08-03 00:00:00,2025-08-04 00:00:00,31,6
3724,2025-08-02,1754085600,86400,,,,,,1754172000,2025-08-02 00:00:00,2025-08-03 00:00:00,31,5
3724,2025-08-01,1753999200,86400,,,,,,1754085600,2025-08-01 00:00:00,2025-08-02 00:00:00,31,4
3724,2025-07-31,1753912800,86400,,,,,,1753999200,2025-07-31 00:00:00,2025-08-01 00:00:00,31,3
3724,2025-07-30,1753826400,86400,,,,,,1753912800,2025-07-30 00:00:00,2025-07-31 00:00:00,31,2
3724,2025-07-29,1753740000,86400,,,,,,1753826400,2025-07-29 00:00:00,2025-07-30 00:00:00,31,1
3724,2025-07-28,1753653600,86400,,,,,,1753740000,2025-07-28 00:00:00,2025-07-29 00:00:00,31,0
3724,2025-07-28,1753653600,74520,,,,,,1753728120,2025-07-28 00:00:00,2025-07-28 20:42:00,31,0
3724,2025-07-27,1753567200,86400,,,,,,1753653600,2025-07-27 00:00:00,2025-07-28 00:00:00,30,6
3724,2025-07-27,1753567200,25800,,,,,,1753593000,2025-07-27 00:00:00,2025-07-27 07:10:00,30,6
3724,2025-07-26,1753480800,86400,,,,,,1753567200,2025-07-26 00:00:00,2025-07-27 00:00:00,30,5
3724,2025-07-25,1753394400,86400,,,,,,1753480800,2025-07-25 00:00:00,2025-07-26 00:00:00,30,4
3724,2025-07-24,1753308000,86400,,,,,,1753394400,2025-07-24 00:00:00,2025-07-25 00:00:00,30,3
3724,2025-07-23,1753221600,86400,,,,,,1753308000,2025-07-23 00:00:00,2025-07-24 00:00:00,30,2
3724,2025-07-22,1753135200,86400,,,,,,1753221600,2025-07-22 00:00:00,2025-07-23 00:00:00,30,1
3724,2025-07-21,1753048800,86400,,,,,,1753135200,2025-07-21 00:00:00,2025-07-22 00:00:00,30,0
3724,2025-07-20,1752962400,86400,,,,,,1753048800,2025-07-20 00:00:00,2025-07-21 00:00:00,29,6
3724,2025-07-19,1752876000,86400,,,,,,1752962400,2025-07-19 00:00:00,2025-07-20 00:00:00,29,5
3724,2025-07-18,1752789600,86400,,,,,,1752876000,2025-07-18 00:00:00,2025-07-19 00:00:00,29,4
3724,2025-07-17,1752703200,86400,,,,,,1752789600,2025-07-17 00:00:00,2025-07-18 00:00:00,29,3
3724,2025-07-17,1752703200,63060,,,,,,1752766260,2025-07-17 00:00:00,2025-07-17 17:31:00,29,3
3724,2025-07-16,1752616800,86400,,,,,,1752703200,2025-07-16 00:00:00,2025-07-17 00:00:00,29,2
3724,2025-07-15,1752530400,86400,,,,,,1752616800,2025-07-15 00:00:00,2025-07-16 00:00:00,29,1
3724,2025-07-14,1752444000,86400,,,,,,1752530400,2025-07-14 00:00:00,2025-07-15 00:00:00,29,0
3724,2025-07-13,1752357600,86400,,,,,,1752444000,2025-07-13 00:00:00,2025-07-14 00:00:00,28,6
3724,2025-07-12,1752271200,86400,,,,,,1752357600,2025-07-12 00:00:00,2025-07-13 00:00:00,28,5
3724,2025-07-11,1752184800,86400,,,,,,1752271200,2025-07-11 00:00:00,2025-07-12 00:00:00,28,4
3724,2025-07-10,1752098400,86400,,,,,,1752184800,2025-07-10 00:00:00,2025-07-11 00:00:00,28,3
3724,2025-07-09,1752012000,86400,,,,,,1752098400,2025-07-09 00:00:00,2025-07-10 00:00:00,28,2
3724,2025-07-09,1752012000,86400,,,,,,1752098400,2025-07-09 00:00:00,2025-07-10 00:00:00,28,2
3724,2025-07-09,1752012000,86400,,,,,,1752098400,2025-07-09 00:00:00,2025-07-10 00:00:00,28,2
3724,2025-07-08,1751925600,86400,,,,,,1752012000,2025-07-08 00:00:00,2025-07-09 00:00:00,28,1
3724,2025-07-08,1751925600,58320,,,,,,1751983920,2025-07-08 00:00:00,2025-07-08 16:12:00,28,1
3724,2025-07-07,1751839200,86400,,,,,,1751925600,2025-07-07 00:00:00,2025-07-08 00:00:00,28,0
3724,2025-07-06,1751752800,86400,,,,,,1751839200,2025-07-06 00:00:00,2025-07-07 00:00:00,27,6
3724,2025-07-05,1751666400,86400,,,,,,1751752800,2025-07-05 00:00:00,2025-07-06 00:00:00,27,5
3724,2025-07-04,1751580000,86400,,,,,,1751666400,2025-07-04 00:00:00,2025-07-05 00:00:00,27,4
3724,2025-07-04,1751580000,27600,,,,,,1751607600,2025-07-04 00:00:00,2025-07-04 07:40:00,27,4
3724,2025-07-03,1751493600,86400,,,,,,1751580000,2025-07-03 00:00:00,2025-07-04 00:00:00,27,3
3724,2025-07-03,1751493600,77580,,,,,,1751571180,2025-07-03 00:00:00,2025-07-03 21:33:00,27,3
3724,2025-07-02,1751407200,86400,,,,,,1751493600,2025-07-02 00:00:00,2025-07-03 00:00:00,27,2
3724,2025-07-02,1751407200,86400,,,,,,1751493600,2025-07-02 00:00:00,2025-07-03 00:00:00,27,2
3724,2025-07-01,1751320800,86400,,,,,,1751407200,2025-07-01 00:00:00,2025-07-02 00:00:00,27,1
3724,2025-06-30,1751234400,77460,,,,,,1751311860,2025-06-30 00:00:00,2025-06-30 21:31:00,27,0
3724,2025-06-29,1751148000,86400,,,,,,1751234400,2025-06-29 00:00:00,2025-06-30 00:00:00,26,6
3724,2025-06-28,1751061600,86400,,,,,,1751148000,2025-06-28 00:00:00,2025-06-29 00:00:00,26,5
3724,2025-06-27,1750975200,5220,,,,,,1750980420,2025-06-27 00:00:00,2025-06-27 01:27:00,26,4
3724,2025-06-27,1750975200,57180,,,,,,1751032380,2025-06-27 00:00:00,2025-06-27 15:53:00,26,4
3724,2025-06-26,1750888800,86400,,,,,,1750975200,2025-06-26 00:00:00,2025-06-27 00:00:00,26,3
3724,2025-06-26,1750888800,86400,,,,,,1750975200,2025-06-26 00:00:00,2025-06-27 00:00:00,26,3
3724,2025-06-25,1750802400,86400,,,,,,1750888800,2025-06-25 00:00:00,2025-06-26 00:00:00,26,2
3724,2025-06-24,1750716000,86400,,,,,,1750802400,2025-06-24 00:00:00,2025-06-25 00:00:00,26,1
3724,2025-06-23,1750629600,86400,,,,,,1750716000,2025-06-23 00:00:00,2025-06-24 00:00:00,26,0
3724,2025-06-22,1750543200,86400,9060,3120,4080,1860,28,1750629600,2025-06-22 00:00:00,2025-06-23 00:00:00,25,6
3724,2025-06-21,1750456800,86400,26220,4260,17400,4560,71,1750543200,2025-06-21 00:00:00,2025-06-22 00:00:00,25,5
3724,2025-06-20,1750370400,86400,27240,4020,19800,3420,65,1750456800,2025-06-20 00:00:00,2025-06-21 00:00:00,25,4
3724,2025-06-20,1750370400,26100,,,,,,1750396500,2025-06-20 00:00:00,2025-06-20 07:15:00,25,4
3724,2025-06-19,1750284000,86400,29340,3660,20460,5220,73,1750370400,2025-06-19 00:00:00,2025-06-20 00:00:00,25,3
3724,2025-06-18,1750197600,86400,12600,4800,7080,720,37,1750284000,2025-06-18 00:00:00,2025-06-19 00:00:00,25,2
3724,2025-06-17,1750111200,86400,27540,3240,18900,5400,68,1750197600,2025-06-17 00:00:00,2025-06-18 00:00:00,25,1
3724,2025-06-17,1750140000,48600,,,,,,1750188600,2025-06-17 08:00:00,2025-06-17 21:30:00,25,1
3724,2025-06-16,1750024800,86400,25860,3600,18120,4140,68,1750111200,2025-06-16 00:00:00,2025-06-17 00:00:00,25,0
3724,2025-06-15,1749938400,86400,19020,2940,10980,5100,61,1750024800,2025-06-15 00:00:00,2025-06-16 00:00:00,24,6
3724,2025-06-14,1749852000,86400,30256,3780,18196,8280,74,1749938400,2025-06-14 00:00:00,2025-06-15 00:00:00,24,5
3724,2025-06-13,1749765600,86400,18360,5580,11820,960,41,1749852000,2025-06-13 00:00:00,2025-06-14 00:00:00,24,4
3724,2025-06-12,1749679200,86400,31917,3960,21057,6900,77,1749765600,2025-06-12 00:00:00,2025-06-13 00:00:00,24,3
3724,2025-06-11,1749592800,86400,25140,3420,19380,2340,56,1749679200,2025-06-11 00:00:00,2025-06-12 00:00:00,24,2
3859,2025-06-11,1749592800,45420,25620,3900,15360,6360,90,1749638220,2025-06-11 00:00:00,2025-06-11 12:37:00,24,2
3859,2025-06-10,1749506400,86400,31080,3300,22860,4920,80,1749592800,2025-06-10 00:00:00,2025-06-11 00:00:00,24,1
3724,2025-06-10,1749506400,86400,33923,3600,25260,5063,56,1749592800,2025-06-10 00:00:00,2025-06-11 00:00:00,24,1
3724,2025-06-10,1749506400,29880,,,,,,1749536280,2025-06-10 00:00:00,2025-06-10 08:18:00,24,1
3724,2025-06-09,1749420000,86400,23340,3120,13980,6240,77,1749506400,2025-06-09 00:00:00,2025-06-10 00:00:00,24,0
3859,2025-06-09,1749420000,86400,33240,2100,27900,3240,48,1749506400,2025-06-09 00:00:00,2025-06-10 00:00:00,24,0
3724,2025-06-09,1749420000,35460,,,,,,1749455460,2025-06-09 00:00:00,2025-06-09 09:51:00,24,0
3859,2025-06-09,1749420000,44574,,,,,,1749464574,2025-06-09 00:00:00,2025-06-09 12:22:54,24,0
3859,2025-06-08,1749333600,86400,28200,4020,19980,4200,71,1749420000,2025-06-08 00:00:00,2025-06-09 00:00:00,23,6
3724,2025-06-08,1749333600,86400,,,,,,1749420000,2025-06-08 00:00:00,2025-06-09 00:00:00,23,6
3724,2025-06-08,1749333600,29520,,,,,,1749363120,2025-06-08 00:00:00,2025-06-08 08:12:00,23,6
3724,2025-06-08,1749333600,86400,,,,,,1749420000,2025-06-08 00:00:00,2025-06-09 00:00:00,23,6
3859,2025-06-07,1749247200,86400,34380,3480,22320,8580,50,1749333600,2025-06-07 00:00:00,2025-06-08 00:00:00,23,5
3724,2025-06-07,1749247200,86400,31200,3540,19320,8340,79,1749333600,2025-06-07 00:00:00,2025-06-08 00:00:00,23,5
3724,2025-06-07,1749247200,86400,,,,,,1749333600,2025-06-07 00:00:00,2025-06-08 00:00:00,23,5
3859,2025-06-06,1749160800,86400,33240,2520,20460,10260,79,1749247200,2025-06-06 00:00:00,2025-06-07 00:00:00,23,4
3724,2025-06-06,1749160800,86400,25500,3840,18180,3480,53,1749247200,2025-06-06 00:00:00,2025-06-07 00:00:00,23,4
3724,2025-06-06,1749160800,22980,,,,,,1749183780,2025-06-06 00:00:00,2025-06-06 06:23:00,23,4
3859,2025-06-06,1749160800,54720,,,,,,1749215520,2025-06-06 00:00:00,2025-06-06 15:12:00,23,4
3724,2025-06-05,1749074400,86400,24480,3120,17700,3660,68,1749160800,2025-06-05 00:00:00,2025-06-06 00:00:00,23,3
3724,2025-06-05,1749074400,7320,,,,,,1749081720,2025-06-05 00:00:00,2025-06-05 02:02:00,23,3
3859,2025-06-05,1749074400,86400,27120,3780,17160,6180,81,1749160800,2025-06-05 00:00:00,2025-06-06 00:00:00,23,3
3724,2025-06-05,1749074400,27840,,,,,,1749102240,2025-06-05 00:00:00,2025-06-05 07:44:00,23,3
3724,2025-06-04,1748988000,86400,27000,4140,18540,4320,79,1749074400,2025-06-04 00:00:00,2025-06-05 00:00:00,23,2
3859,2025-06-04,1748988000,86400,29280,3900,19740,5640,92,1749074400,2025-06-04 00:00:00,2025-06-05 00:00:00,23,2
3724,2025-06-03,1748901600,86400,31468,4560,20040,6868,80,1748988000,2025-06-03 00:00:00,2025-06-04 00:00:00,23,1
3859,2025-06-03,1748901600,86400,27180,4620,16080,6480,93,1748988000,2025-06-03 00:00:00,2025-06-04 00:00:00,23,1
3859,2025-06-02,1748815200,86400,21000,0,21000,0,33,1748901600,2025-06-02 00:00:00,2025-06-03 00:00:00,23,0
3724,2025-06-02,1748815200,86400,22680,3120,15360,4200,64,1748901600,2025-06-02 00:00:00,2025-06-03 00:00:00,23,0
3859,2025-06-02,1748815200,60360,,,,,,1748875560,2025-06-02 00:00:00,2025-06-02 16:46:00,23,0
3724,2025-06-01,1748728800,86400,19427,1440,15120,2867,62,1748815200,2025-06-01 00:00:00,2025-06-02 00:00:00,22,6
3859,2025-06-01,1748728800,86400,27600,3300,19080,5220,69,1748815200,2025-06-01 00:00:00,2025-06-02 00:00:00,22,6
3859,2025-06-01,1748728800,40093,,,,,,1748768893,2025-06-01 00:00:00,2025-06-01 11:08:13,22,6
3859,2025-06-01,1748728800,42600,,,,,,1748771400,2025-06-01 00:00:00,2025-06-01 11:50:00,22,6
